ResponseId,LanguageHaveWorkedWith
8470,Python
8470,TypeScript
8472,C#
8472,HTML/CSS
8472,Java
8472,JavaScript
8472,PHP
8472,Python
8472,Scala
8472,Solidity
8472,TypeScript
8477,Bash/Shell (all shells)
8477,Dart
8477,HTML/CSS
8477,JavaScript
8477,Lua
8477,PHP
8477,PowerShell
8477,SQL
8477,TypeScript
8480,Dart
8480,HTML/CSS
8480,JavaScript
8480,PHP
8480,SQL
8480,Swift
8483,C
8483,C#
8483,C++
8483,Dart
8483,Java
8483,Python
8483,SQL
8486,Assembly
8486,C
8486,C#
8486,C++
8486,Fortran
8486,HTML/CSS
8486,Java
8486,JavaScript
8486,Lisp
8486,PHP
8486,PowerShell
8486,Python
8486,SQL
8486,TypeScript
8486,VBA
8486,Visual Basic (.Net)
8488,HTML/CSS
8488,JavaScript
8488,PHP
8488,SQL
8490,JavaScript
8490,Lua
8490,Python
8490,SQL
8490,TypeScript
8492,HTML/CSS
8492,JavaScript
8492,PHP
8492,SQL
8495,HTML/CSS
8495,JavaScript
8495,SQL
8499,HTML/CSS
8499,JavaScript
8499,PHP
8499,Python
8499,SQL
8502,Bash/Shell (all shells)
8502,HTML/CSS
8502,JavaScript
8502,PHP
8502,Python
8502,SQL
8502,TypeScript
8504,Bash/Shell (all shells)
8504,C#
8504,F#
8504,JavaScript
8504,SQL
8504,TypeScript
8504,Visual Basic (.Net)
8507,Bash/Shell (all shells)
8507,Java
8507,JavaScript
8507,Python
8508,Bash/Shell (all shells)
8508,C
8508,Java
8508,JavaScript
8508,Python
8514,Bash/Shell (all shells)
8514,C
8514,F#
8514,Go
8514,Java
8514,PHP
8514,Python
8514,SQL
8518,Bash/Shell (all shells)
8518,Go
8518,Haskell
8518,HTML/CSS
8518,JavaScript
8518,Lua
8518,Python
8518,Rust
8518,SQL
8518,TypeScript
8520,JavaScript
8520,Lisp
8520,OCaml
8520,Python
8520,Rust
8520,TypeScript
8521,HTML/CSS
8521,Python
8521,TypeScript
8522,C
8522,C#
8522,C++
8522,HTML/CSS
8522,Java
8522,JavaScript
8522,Kotlin
8522,Python
8522,SQL
8524,HTML/CSS
8524,JavaScript
8524,PowerShell
8524,Python
8527,Bash/Shell (all shells)
8527,HTML/CSS
8527,JavaScript
8527,Kotlin
8527,SQL
8527,TypeScript
8529,Bash/Shell (all shells)
8529,Go
8529,HTML/CSS
8529,Python
8529,TypeScript
8531,HTML/CSS
8531,JavaScript
8531,Python
8531,SQL
8531,TypeScript
8537,HTML/CSS
8537,JavaScript
8537,SQL
8537,TypeScript
8538,Java
8538,Kotlin
8538,Python
8538,SQL
8541,Bash/Shell (all shells)
8541,PHP
8541,PowerShell
8546,HTML/CSS
8546,JavaScript
8546,Lua
8546,PHP
8546,Python
8546,Rust
8548,Bash/Shell (all shells)
8548,HTML/CSS
8548,MATLAB
8548,Python
8548,R
8548,SQL
8548,VBA
8553,Bash/Shell (all shells)
8553,Go
8553,HTML/CSS
8553,JavaScript
8553,Lisp
8553,PowerShell
8553,Python
8553,SQL
8559,Bash/Shell (all shells)
8559,HTML/CSS
8559,JavaScript
8559,PHP
8559,Ruby
8559,SQL
8560,C
8560,C#
8560,C++
8560,Clojure
8560,Cobol
8560,Groovy
8560,Java
8560,JavaScript
8560,Perl
8560,PHP
8560,Prolog
8560,Python
8560,SQL
8563,C#
8563,HTML/CSS
8563,JavaScript
8563,PowerShell
8563,SQL
8563,Visual Basic (.Net)
8564,HTML/CSS
8564,JavaScript
8564,PHP
8564,SQL
8565,Bash/Shell (all shells)
8565,C#
8565,HTML/CSS
8565,JavaScript
8565,PHP
8565,PowerShell
8565,TypeScript
8569,Bash/Shell (all shells)
8569,Go
8569,HTML/CSS
8569,Java
8569,JavaScript
8569,Kotlin
8569,Python
8569,TypeScript
8570,C
8570,C++
8570,Go
8570,JavaScript
8570,Python
8571,C#
8574,Bash/Shell (all shells)
8574,Cobol
8574,Dart
8574,HTML/CSS
8574,Java
8574,JavaScript
8574,Kotlin
8574,PHP
8574,Python
8574,SQL
8574,Swift
8576,C#
8576,HTML/CSS
8576,JavaScript
8576,SQL
8576,TypeScript
8580,HTML/CSS
8580,JavaScript
8580,MATLAB
8580,PHP
8580,Python
8580,SQL
8581,Assembly
8581,Bash/Shell (all shells)
8581,C
8581,C++
8581,Go
8581,Haskell
8581,JavaScript
8581,PowerShell
8581,Python
8581,Rust
8581,SQL
8581,TypeScript
8582,JavaScript
8582,PHP
8583,C#
8583,HTML/CSS
8583,JavaScript
8583,SQL
8583,TypeScript
8586,Bash/Shell (all shells)
8586,C#
8586,Clojure
8586,GDScript
8586,HTML/CSS
8586,JavaScript
8586,SQL
8586,TypeScript
8587,HTML/CSS
8587,JavaScript
8587,Python
8587,SQL
8588,Assembly
8588,Bash/Shell (all shells)
8588,C
8588,HTML/CSS
8588,Java
8588,JavaScript
8588,Python
8588,SQL
8590,C#
8590,Cobol
8590,Dart
8590,HTML/CSS
8590,JavaScript
8590,SQL
8590,TypeScript
8590,Visual Basic (.Net)
8591,C
8591,C++
8591,Fortran
8591,Java
8591,JavaScript
8591,Lisp
8591,Objective-C
8591,Python
8591,SQL
8591,TypeScript
8592,C#
8592,HTML/CSS
8592,JavaScript
8592,Lua
8592,PowerShell
8592,Python
8592,SQL
8592,TypeScript
8593,HTML/CSS
8593,JavaScript
8593,Python
8593,SQL
8593,TypeScript
8595,HTML/CSS
8595,Java
8595,JavaScript
8595,PHP
8595,Python
8595,SQL
8597,Groovy
8597,Java
8597,SQL
8598,Dart
8598,Go
8598,HTML/CSS
8598,Java
8598,JavaScript
8598,Kotlin
8598,Python
8598,Ruby
8598,SQL
8598,TypeScript
8601,C#
8601,HTML/CSS
8601,JavaScript
8601,SQL
8602,C#
8602,HTML/CSS
8602,JavaScript
8602,SQL
8602,TypeScript
8603,C
8603,GDScript
8603,JavaScript
8603,Python
8603,R
8603,Rust
8603,SQL
8606,JavaScript
8606,Python
8606,TypeScript
8609,HTML/CSS
8609,JavaScript
8609,PHP
8611,Bash/Shell (all shells)
8611,Java
8611,PowerShell
8611,Python
8611,SQL
8613,JavaScript
8613,PHP
8613,Python
8613,SQL
8613,TypeScript
8615,Bash/Shell (all shells)
8615,HTML/CSS
8615,JavaScript
8615,Ruby
8618,Java
8618,JavaScript
8618,TypeScript
8619,HTML/CSS
8619,Java
8619,JavaScript
8621,Dart
8621,JavaScript
8621,Python
8621,TypeScript
8622,Bash/Shell (all shells)
8622,C++
8622,Go
8622,Haskell
8622,HTML/CSS
8622,JavaScript
8622,Prolog
8622,SQL
8622,TypeScript
8628,Bash/Shell (all shells)
8628,C
8628,C++
8628,Haskell
8628,HTML/CSS
8628,JavaScript
8628,Python
8628,SQL
8628,TypeScript
8630,Bash/Shell (all shells)
8630,C#
8630,PowerShell
8630,SQL
8632,HTML/CSS
8632,JavaScript
8632,Kotlin
8632,Rust
8632,TypeScript
8634,C#
8634,HTML/CSS
8634,JavaScript
8634,SQL
8634,TypeScript
8635,Assembly
8635,Bash/Shell (all shells)
8635,HTML/CSS
8635,Java
8635,JavaScript
8635,Lua
8635,Python
8635,Rust
8635,SQL
8635,TypeScript
8637,Bash/Shell (all shells)
8637,HTML/CSS
8637,JavaScript
8637,Perl
8637,Python
8637,TypeScript
8643,Bash/Shell (all shells)
8643,JavaScript
8643,PHP
8646,Bash/Shell (all shells)
8646,Elixir
8646,Erlang
8646,HTML/CSS
8646,JavaScript
8646,PowerShell
8646,Python
8646,Ruby
8646,Rust
8646,SQL
8646,TypeScript
8648,Bash/Shell (all shells)
8648,Dart
8648,JavaScript
8648,Python
8648,SQL
8650,Bash/Shell (all shells)
8650,C#
8650,HTML/CSS
8650,JavaScript
8650,TypeScript
8653,HTML/CSS
8653,JavaScript
8653,PHP
8653,Rust
8653,SQL
8653,TypeScript
8656,C#
8656,HTML/CSS
8656,JavaScript
8656,PowerShell
8656,SQL
8656,TypeScript
8656,Visual Basic (.Net)
8657,Java
8657,Kotlin
8661,C#
8661,HTML/CSS
8661,JavaScript
8661,PowerShell
8661,SQL
8667,Assembly
8667,Bash/Shell (all shells)
8667,C
8667,C#
8667,C++
8667,Dart
8667,Fortran
8667,Go
8667,Groovy
8667,HTML/CSS
8667,Java
8667,JavaScript
8667,Perl
8667,PHP
8667,Python
8667,SQL
8667,TypeScript
8667,VBA
8667,Visual Basic (.Net)
8669,Bash/Shell (all shells)
8669,C
8669,C++
8669,Dart
8669,Go
8669,Java
8669,JavaScript
8669,Julia
8669,Kotlin
8669,MATLAB
8669,MicroPython
8669,PowerShell
8669,Python
8669,Ruby
8669,Rust
8669,SQL
8669,TypeScript
8670,Go
8670,HTML/CSS
8670,JavaScript
8670,Ruby
8670,TypeScript
8672,C#
8672,F#
8672,HTML/CSS
8672,JavaScript
8672,TypeScript
8673,Bash/Shell (all shells)
8673,Python
8673,Ruby
8673,SQL
8674,Bash/Shell (all shells)
8674,C#
8674,PowerShell
8674,SQL
8675,C
8675,C#
8675,C++
8675,Python
8675,SQL
8677,HTML/CSS
8677,JavaScript
8677,PHP
8677,Python
8677,SQL
8677,TypeScript
8678,Bash/Shell (all shells)
8678,C
8678,HTML/CSS
8678,JavaScript
8678,Python
8681,Elixir
8681,Erlang
8682,C#
8682,Groovy
8682,Java
8682,JavaScript
8682,SQL
8682,TypeScript
8685,GDScript
8685,HTML/CSS
8685,JavaScript
8685,PHP
8685,SQL
8685,TypeScript
8689,C++
8689,Go
8689,HTML/CSS
8689,JavaScript
8689,Rust
8689,TypeScript
8690,C#
8690,Dart
8690,HTML/CSS
8690,JavaScript
8690,PowerShell
8690,SQL
8690,TypeScript
8691,Bash/Shell (all shells)
8691,HTML/CSS
8691,JavaScript
8691,Kotlin
8691,PHP
8691,SQL
8691,Swift
8691,TypeScript
8692,HTML/CSS
8692,JavaScript
8692,PHP
8695,Go
8695,JavaScript
8700,HTML/CSS
8700,JavaScript
8700,PHP
8700,SQL
8700,TypeScript
8701,HTML/CSS
8701,JavaScript
8701,PHP
8701,SQL
8703,Bash/Shell (all shells)
8703,HTML/CSS
8703,JavaScript
8703,Python
8703,Rust
8703,TypeScript
8704,Bash/Shell (all shells)
8704,Go
8704,Python
8708,Bash/Shell (all shells)
8708,C
8708,C#
8708,C++
8708,HTML/CSS
8708,JavaScript
8708,Lua
8708,PHP
8708,Python
8708,Rust
8708,SQL
8708,TypeScript
8714,Groovy
8714,Java
8714,Kotlin
8714,Scala
8717,C#
8717,HTML/CSS
8717,JavaScript
8717,PowerShell
8717,Python
8717,SQL
8717,VBA
8717,Visual Basic (.Net)
8718,Assembly
8718,Bash/Shell (all shells)
8718,C
8718,C#
8718,C++
8718,Go
8718,HTML/CSS
8718,Java
8718,JavaScript
8718,Python
8718,SQL
8718,TypeScript
8718,Zig
8720,Java
8720,PHP
8720,SQL
8721,C
8721,C#
8721,Go
8721,HTML/CSS
8721,JavaScript
8721,Python
8721,SQL
8721,TypeScript
8722,C#
8722,HTML/CSS
8722,JavaScript
8722,Python
8722,SQL
8723,Java
8723,JavaScript
8723,Python
8723,Ruby
8723,SQL
8723,TypeScript
8726,C++
8726,Python
8735,HTML/CSS
8735,JavaScript
8735,Python
8735,SQL
8735,TypeScript
8750,C#
8750,JavaScript
8750,TypeScript
8751,Bash/Shell (all shells)
8751,Go
8751,HTML/CSS
8751,Java
8751,JavaScript
8751,Python
8751,Ruby
8751,Scala
8751,SQL
8751,TypeScript
8755,Dart
8755,HTML/CSS
8755,JavaScript
8755,PHP
8755,Python
8755,SQL
8755,TypeScript
8759,C#
8759,JavaScript
8759,SQL
8763,Assembly
8763,Dart
8763,HTML/CSS
8763,Java
8763,JavaScript
8763,Kotlin
8763,Python
8763,SQL
8763,TypeScript
8764,C#
8764,C++
8764,HTML/CSS
8764,JavaScript
8764,SQL
8764,TypeScript
8776,Bash/Shell (all shells)
8776,C#
8776,C++
8776,HTML/CSS
8776,JavaScript
8776,PowerShell
8776,SQL
8776,TypeScript
8778,Bash/Shell (all shells)
8778,HTML/CSS
8778,JavaScript
8778,PHP
8778,PowerShell
8778,SQL
8778,TypeScript
8780,Bash/Shell (all shells)
8780,C#
8780,HTML/CSS
8780,JavaScript
8780,PowerShell
8780,SQL
8780,Visual Basic (.Net)
8782,JavaScript
8782,Python
8783,C#
8783,HTML/CSS
8783,JavaScript
8783,PHP
8783,SQL
8783,TypeScript
8786,HTML/CSS
8786,JavaScript
8786,PHP
8786,Python
8786,SQL
8786,TypeScript
8787,Go
8787,HTML/CSS
8787,JavaScript
8787,PHP
8789,C#
8789,SQL
8791,C
8791,C++
8791,Dart
8791,Go
8791,Java
8791,JavaScript
8791,Kotlin
8791,Python
8791,Rust
8791,SQL
8791,TypeScript
8793,C#
8793,HTML/CSS
8793,JavaScript
8793,Lua
8793,PHP
8793,Python
8793,SQL
8793,TypeScript
8794,Java
8794,Python
8795,Bash/Shell (all shells)
8795,HTML/CSS
8795,JavaScript
8795,Python
8795,TypeScript
8796,HTML/CSS
8796,JavaScript
8796,Ruby
8797,C#
8797,SQL
8802,HTML/CSS
8802,JavaScript
8802,PHP
8802,SQL
8802,TypeScript
8803,Bash/Shell (all shells)
8803,Dart
8803,Go
8803,HTML/CSS
8803,JavaScript
8803,PHP
8803,Python
8803,Ruby
8803,Solidity
8803,SQL
8803,TypeScript
8809,C#
8809,HTML/CSS
8809,SQL
8810,Bash/Shell (all shells)
8810,C#
8810,C++
8810,HTML/CSS
8810,JavaScript
8810,MicroPython
8810,Nim
8810,PowerShell
8810,Python
8810,SQL
8810,TypeScript
8816,C#
8816,JavaScript
8816,SQL
8816,TypeScript
8819,Elixir
8819,Erlang
8819,HTML/CSS
8819,Java
8819,Rust
8819,SQL
8821,HTML/CSS
8821,JavaScript
8821,SQL
8821,TypeScript
8822,JavaScript
8822,Python
8822,Ruby
8822,SQL
8824,C#
8824,HTML/CSS
8824,PowerShell
8824,SQL
8824,TypeScript
8825,Bash/Shell (all shells)
8825,HTML/CSS
8825,JavaScript
8825,Python
8827,C
8827,Go
8827,HTML/CSS
8827,JavaScript
8827,Python
8827,Rust
8833,Bash/Shell (all shells)
8833,HTML/CSS
8833,JavaScript
8833,Python
8833,Rust
8833,SQL
8836,C#
8836,HTML/CSS
8836,JavaScript
8836,Python
8836,TypeScript
8843,Ada
8843,PHP
8843,Python
8843,SQL
8845,Elixir
8845,SQL
8850,Bash/Shell (all shells)
8850,C#
8850,HTML/CSS
8850,JavaScript
8850,Kotlin
8850,PowerShell
8850,Scala
8850,SQL
8850,TypeScript
8852,C
8852,C++
8852,HTML/CSS
8852,Java
8852,JavaScript
8852,PHP
8852,Python
8852,SQL
8852,TypeScript
8853,C#
8853,Python
8858,JavaScript
8858,Python
8858,TypeScript
8860,Bash/Shell (all shells)
8860,F#
8860,HTML/CSS
8860,JavaScript
8860,Lua
8860,PowerShell
8860,Python
8860,SQL
8862,JavaScript
8862,Python
8862,Ruby
8862,SQL
8863,C#
8863,Elixir
8863,Erlang
8863,JavaScript
8863,Lisp
8863,Ruby
8863,SQL
8863,TypeScript
8864,C#
8864,JavaScript
8864,TypeScript
8866,Bash/Shell (all shells)
8866,HTML/CSS
8866,JavaScript
8866,Python
8866,TypeScript
8867,Bash/Shell (all shells)
8867,HTML/CSS
8867,Java
8867,JavaScript
8867,Ruby
8867,TypeScript
8869,Bash/Shell (all shells)
8869,Python
8869,TypeScript
8870,Bash/Shell (all shells)
8870,C
8870,Clojure
8870,Dart
8870,Go
8870,HTML/CSS
8870,Java
8870,JavaScript
8870,Lua
8870,Perl
8870,PHP
8870,Python
8870,R
8870,Ruby
8870,Scala
8870,SQL
8870,TypeScript
8871,JavaScript
8871,VBA
8875,C
8875,C++
8875,Python
8875,SQL
8876,Go
8876,HTML/CSS
8876,JavaScript
8876,TypeScript
8878,Bash/Shell (all shells)
8878,Elixir
8878,Erlang
8878,Go
8878,Haskell
8878,HTML/CSS
8878,JavaScript
8878,Lisp
8878,PHP
8878,Python
8878,R
8878,Ruby
8878,Rust
8878,SQL
8878,TypeScript
8880,C#
8880,SQL
8889,Java
8889,JavaScript
8889,Python
8889,SQL
8892,Bash/Shell (all shells)
8892,Go
8892,HTML/CSS
8892,Java
8892,JavaScript
8892,Python
8892,Rust
8892,TypeScript
8894,Assembly
8894,Bash/Shell (all shells)
8894,C
8894,C#
8894,C++
8894,Dart
8894,Delphi
8894,Groovy
8894,HTML/CSS
8894,Java
8894,JavaScript
8894,PHP
8894,PowerShell
8894,Python
8894,SQL
8894,TypeScript
8894,Visual Basic (.Net)
8897,C#
8897,HTML/CSS
8897,JavaScript
8897,PowerShell
8897,SQL
8902,Bash/Shell (all shells)
8902,C
8902,C#
8902,C++
8902,Go
8902,HTML/CSS
8902,JavaScript
8902,PowerShell
8902,Python
8902,SQL
8902,TypeScript
8908,Bash/Shell (all shells)
8908,C#
8908,PowerShell
8908,SQL
8912,HTML/CSS
8912,JavaScript
8912,Kotlin
8912,SQL
8912,TypeScript
8914,Bash/Shell (all shells)
8914,HTML/CSS
8914,JavaScript
8914,PHP
8914,SQL
8914,TypeScript
8915,Bash/Shell (all shells)
8915,HTML/CSS
8915,JavaScript
8915,Python
8915,R
8915,SQL
8915,TypeScript
8918,C
8918,C++
8918,HTML/CSS
8918,Java
8918,JavaScript
8918,Objective-C
8918,Python
8918,SQL
8918,Swift
8920,C
8920,C#
8920,C++
8920,Fortran
8920,HTML/CSS
8920,Java
8920,JavaScript
8920,Objective-C
8920,PHP
8920,Python
8920,Ruby
8920,SQL
8920,Visual Basic (.Net)
8923,C#
8923,JavaScript
8923,Python
8923,SQL
8923,TypeScript
8924,Elixir
8924,Erlang
8924,Julia
8924,SQL
8928,C#
8928,Go
8928,HTML/CSS
8928,JavaScript
8928,Python
8928,Rust
8928,SQL
8931,C++
8931,Java
8931,JavaScript
8931,Python
8931,TypeScript
8937,Bash/Shell (all shells)
8937,C#
8937,HTML/CSS
8937,JavaScript
8937,SQL
8937,TypeScript
8937,Visual Basic (.Net)
8938,C
8938,HTML/CSS
8938,Java
8938,JavaScript
8938,Kotlin
8938,SQL
8939,Assembly
8939,Bash/Shell (all shells)
8939,C
8939,Cobol
8939,HTML/CSS
8939,Java
8939,JavaScript
8939,Lisp
8939,Python
8939,SQL
8939,TypeScript
8946,Haskell
8946,HTML/CSS
8946,Java
8946,Python
8946,TypeScript
8950,C#
8950,HTML/CSS
8950,JavaScript
8950,PowerShell
8950,SQL
8950,Visual Basic (.Net)
8953,Bash/Shell (all shells)
8953,HTML/CSS
8953,JavaScript
8953,Python
8953,SQL
8955,C#
8955,Go
8955,PowerShell
8955,SQL
8960,Go
8960,Java
8960,JavaScript
8960,Kotlin
8960,PowerShell
8960,Python
8960,SQL
8960,TypeScript
8962,Bash/Shell (all shells)
8962,C
8962,C#
8962,HTML/CSS
8962,PowerShell
8962,Python
8962,SQL
8969,C
8969,HTML/CSS
8969,JavaScript
8969,Python
8969,SQL
8971,Dart
8971,PowerShell
8971,Python
8971,SQL
8972,C#
8972,TypeScript
8975,HTML/CSS
8975,Java
8975,JavaScript
8975,TypeScript
8984,Bash/Shell (all shells)
8984,Go
8984,HTML/CSS
8984,JavaScript
8984,SQL
8985,C#
8985,Go
8985,HTML/CSS
8985,Java
8985,JavaScript
8985,PowerShell
8985,Python
8985,SQL
8990,C#
8990,Dart
8990,HTML/CSS
8990,Java
8990,JavaScript
8990,SQL
8990,TypeScript
8993,C#
8993,Dart
8993,Elixir
8993,Python
8993,Ruby
8993,SQL
8996,JavaScript
8996,TypeScript
8998,JavaScript
8998,PHP
8998,Python
8998,Rust
8998,TypeScript
9000,C
9000,C++
9000,Haskell
9000,HTML/CSS
9000,JavaScript
9000,Kotlin
9000,Lisp
9000,PHP
9000,SQL
9000,Swift
9000,TypeScript
9006,C
9006,C#
9006,C++
9006,Java
9006,JavaScript
9006,Objective-C
9006,PHP
9006,SQL
9006,TypeScript
9010,Bash/Shell (all shells)
9010,Groovy
9010,Java
9010,Scala
9010,SQL
9011,Bash/Shell (all shells)
9011,C#
9011,HTML/CSS
9011,JavaScript
9011,PowerShell
9011,Python
9011,SQL
9014,C++
9014,Fortran
9014,Go
9014,JavaScript
9014,Python
9014,SQL
9014,TypeScript
9015,Bash/Shell (all shells)
9015,Java
9015,JavaScript
9015,PowerShell
9015,Python
9015,SQL
9015,TypeScript
9018,Assembly
9018,C
9018,C++
9018,HTML/CSS
9018,Java
9018,JavaScript
9018,Python
9018,SQL
9020,Bash/Shell (all shells)
9020,C#
9020,HTML/CSS
9020,PowerShell
9020,SQL
9021,Bash/Shell (all shells)
9021,C
9021,C++
9021,HTML/CSS
9021,JavaScript
9021,Kotlin
9021,Rust
9021,TypeScript
9022,Bash/Shell (all shells)
9022,HTML/CSS
9022,Java
9022,JavaScript
9022,PHP
9022,Python
9022,SQL
9026,HTML/CSS
9026,Java
9026,JavaScript
9026,Kotlin
9026,R
9026,SQL
9026,TypeScript
9032,Go
9032,JavaScript
9033,Dart
9033,HTML/CSS
9033,JavaScript
9033,Python
9033,TypeScript
9034,C
9034,Go
9034,HTML/CSS
9034,Java
9034,JavaScript
9034,Kotlin
9034,Python
9037,C#
9037,Kotlin
9038,Apex
9038,C#
9038,HTML/CSS
9038,JavaScript
9038,PowerShell
9038,Python
9038,TypeScript
9038,VBA
9040,Bash/Shell (all shells)
9040,C#
9040,Go
9040,HTML/CSS
9040,Java
9040,JavaScript
9040,Python
9040,TypeScript
9041,HTML/CSS
9041,JavaScript
9041,PHP
9051,C
9051,HTML/CSS
9051,JavaScript
9051,PHP
9051,Python
9051,Rust
9053,GDScript
9053,HTML/CSS
9053,Java
9053,JavaScript
9053,Python
9053,TypeScript
9057,Bash/Shell (all shells)
9057,HTML/CSS
9057,JavaScript
9057,Python
9057,SQL
9057,TypeScript
9062,Bash/Shell (all shells)
9062,HTML/CSS
9062,JavaScript
9062,Python
9062,Rust
9062,Solidity
9062,SQL
9062,TypeScript
9064,C#
9064,SQL
9064,VBA
9065,Bash/Shell (all shells)
9065,C#
9065,F#
9065,HTML/CSS
9065,Python
9065,SQL
9065,VBA
9068,Bash/Shell (all shells)
9068,Go
9068,HTML/CSS
9068,JavaScript
9068,SQL
9068,TypeScript
9078,Bash/Shell (all shells)
9078,C
9078,JavaScript
9078,Nim
9078,PowerShell
9078,Python
9078,TypeScript
9079,Assembly
9079,Bash/Shell (all shells)
9079,C
9079,HTML/CSS
9079,JavaScript
9079,PHP
9079,Rust
9079,SQL
9079,TypeScript
9079,Zig
9082,HTML/CSS
9082,JavaScript
9082,Python
9082,SQL
9082,TypeScript
9085,Bash/Shell (all shells)
9085,Go
9085,HTML/CSS
9085,Java
9085,JavaScript
9085,Python
9085,SQL
9085,TypeScript
9087,Python
9087,SQL
9089,Bash/Shell (all shells)
9089,Go
9089,HTML/CSS
9089,JavaScript
9089,Python
9090,C#
9090,HTML/CSS
9090,SQL
9090,TypeScript
9093,Dart
9093,JavaScript
9093,Python
9095,Bash/Shell (all shells)
9095,HTML/CSS
9095,Java
9095,JavaScript
9095,Python
9095,SQL
9095,TypeScript
9098,HTML/CSS
9098,Java
9098,JavaScript
9098,Python
9098,TypeScript
9101,HTML/CSS
9101,JavaScript
9101,SQL
9108,C#
9108,Haskell
9108,HTML/CSS
9108,Java
9108,JavaScript
9108,Kotlin
9108,Lua
9108,PHP
9108,Rust
9108,SQL
9108,TypeScript
9109,Bash/Shell (all shells)
9109,HTML/CSS
9109,JavaScript
9109,Python
9109,R
9109,Rust
9109,SQL
9109,TypeScript
9111,Go
9111,HTML/CSS
9111,JavaScript
9111,PHP
9111,SQL
9112,Bash/Shell (all shells)
9112,HTML/CSS
9112,JavaScript
9112,PHP
9113,HTML/CSS
9113,JavaScript
9113,PHP
9113,Python
9113,SQL
9113,TypeScript
9114,Go
9114,Java
9114,JavaScript
9114,Kotlin
9114,TypeScript
9115,JavaScript
9115,Kotlin
9115,Swift
9116,TypeScript
9118,C#
9118,HTML/CSS
9118,JavaScript
9118,SQL
9118,TypeScript
9119,C++
9119,JavaScript
9119,PowerShell
9119,Python
9120,Bash/Shell (all shells)
9120,C#
9120,JavaScript
9120,PHP
9120,PowerShell
9120,Visual Basic (.Net)
9124,HTML/CSS
9124,Java
9124,JavaScript
9124,TypeScript
9127,Go
9127,JavaScript
9127,Ruby
9127,SQL
9128,Bash/Shell (all shells)
9128,Go
9128,HTML/CSS
9128,JavaScript
9128,PHP
9128,Python
9128,SQL
9128,TypeScript
9132,Bash/Shell (all shells)
9132,HTML/CSS
9132,Java
9132,JavaScript
9132,Python
9132,SQL
9132,Swift
9132,TypeScript
9133,Bash/Shell (all shells)
9133,Go
9133,Groovy
9133,HTML/CSS
9133,JavaScript
9133,MicroPython
9133,Python
9133,TypeScript
9135,Go
9135,HTML/CSS
9135,JavaScript
9135,Python
9135,SQL
9135,TypeScript
9138,Groovy
9138,Java
9138,Kotlin
9138,SQL
9141,C#
9141,PowerShell
9141,SQL
9143,C#
9143,HTML/CSS
9143,JavaScript
9143,TypeScript
9145,Bash/Shell (all shells)
9145,C#
9145,C++
9145,HTML/CSS
9145,JavaScript
9145,OCaml
9145,Rust
9145,SQL
9145,TypeScript
9148,C
9148,HTML/CSS
9148,JavaScript
9148,Lua
9148,PHP
9148,Ruby
9148,SQL
9150,Bash/Shell (all shells)
9150,C#
9150,Go
9150,Java
9150,Python
9150,TypeScript
9151,C#
9151,HTML/CSS
9151,JavaScript
9151,SQL
9151,TypeScript
9151,Visual Basic (.Net)
9152,HTML/CSS
9152,JavaScript
9152,Python
9152,TypeScript
9153,Bash/Shell (all shells)
9153,PHP
9153,Python
9153,SQL
9157,JavaScript
9161,Bash/Shell (all shells)
9161,HTML/CSS
9161,Java
9161,JavaScript
9161,Python
9161,SQL
9161,TypeScript
9166,C#
9166,Dart
9166,SQL
9170,C++
9170,Java
9170,Python
9170,SQL
9173,Bash/Shell (all shells)
9173,Go
9173,Python
9173,SQL
9173,Visual Basic (.Net)
9175,Groovy
9175,HTML/CSS
9175,JavaScript
9175,Python
9175,TypeScript
9177,Bash/Shell (all shells)
9177,Go
9177,HTML/CSS
9177,JavaScript
9177,Lisp
9177,Python
9177,SQL
9177,TypeScript
9179,C
9179,HTML/CSS
9179,JavaScript
9179,PowerShell
9179,TypeScript
9180,HTML/CSS
9180,JavaScript
9180,Python
9180,Rust
9180,TypeScript
9182,Elixir
9182,HTML/CSS
9182,Java
9182,JavaScript
9182,Python
9182,Ruby
9182,SQL
9183,Go
9183,SQL
9183,Swift
9184,Assembly
9184,Bash/Shell (all shells)
9184,Cobol
9184,Java
9184,JavaScript
9184,PHP
9184,SQL
9184,TypeScript
9185,Go
9185,HTML/CSS
9185,JavaScript
9185,Python
9185,SQL
9185,TypeScript
9187,Bash/Shell (all shells)
9187,C#
9187,JavaScript
9187,PowerShell
9187,SQL
9188,Dart
9188,HTML/CSS
9188,JavaScript
9188,Python
9188,SQL
9188,TypeScript
9190,HTML/CSS
9190,JavaScript
9190,SQL
9190,TypeScript
9191,JavaScript
9191,SQL
9196,Bash/Shell (all shells)
9196,HTML/CSS
9196,JavaScript
9196,PHP
9196,Python
9196,SQL
9196,TypeScript
9197,Elixir
9197,HTML/CSS
9197,JavaScript
9197,Ruby
9200,HTML/CSS
9200,JavaScript
9200,Ruby
9200,SQL
9213,C#
9213,HTML/CSS
9213,JavaScript
9213,SQL
9213,TypeScript
9214,C
9214,C++
9214,Go
9214,HTML/CSS
9214,JavaScript
9214,Kotlin
9214,Python
9214,Rust
9214,Scala
9222,HTML/CSS
9222,JavaScript
9222,Python
9222,Ruby
9223,Go
9223,TypeScript
9226,C#
9226,HTML/CSS
9226,SQL
9226,Visual Basic (.Net)
9229,Bash/Shell (all shells)
9229,HTML/CSS
